None,content_type,title,director,cast,country,date_added,release_year,rating,duration,genres,description,date_added_formatted
s6707,Movie,estar o no estar,marcelo gonzález,"flavio medina, aislinn derbez, patricia reyes spíndola, tiaré scanda, angélica aragón, horacio castelo, gonzalo garcia vivanco, rubén gonzález garza, iliana de la garza, mary paz mata",mexico,2017-01-14,2016,tv-14,1h 40m,"dramas, international movies, romantic movies","An ill and addled man recalls what seems to be a brief but powerful past romance with a kindred spirit, a young Russian woman who lived a lonely life.",14-01-2017
s6708,Movie,ethirmarai,none,"ramanathan, rakesh",india,2018-04-01,2018,tv-14,1h 31m,"international movies, music & musicals, thrillers","While investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders.",01-04-2018
s6709,Movie,euphoria,valeria golino,"riccardo scamarcio, valerio mastandrea, isabella ferrari, valentina cervi, jasmine trinca, andrea germani, marzia ubaldi, iaia forte",italy,2019-11-01,2018,r,1h 50m,"dramas, international movies, lgbtq movies","An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances.",01-11-2019
s6710,TV Show,eurovision song contest,none,"bar refaeli, erez tal, assi azar, lucy ayoub",none,2019-07-23,2019,tv-pg,1 Season,international tv shows,Singers from all over Europe represent their countries in an international showdown and vie for superstar glory.,23-07-2019
s6711,Movie,evan almighty,tom shadyac,"steve carell, john goodman, molly shannon, lauren graham, graham phillips, johnny simmons, morgan freeman, wanda sykes, john michael higgins, jonah hill, jimmy bennett",usa,2019-04-16,2007,pg,1h 36m,"children & family movies, comedies, faith & spirituality","God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis.",16-04-2019
s6712,Movie,event horizon,paul w.s. anderson,"laurence fishburne, sam neill, kathleen quinlan, joely richardson, richard t. jones, jack noseworthy, jason isaacs, sean pertwee","uk, usa",2020-01-01,1997,r,1h 36m,"horror movies, sci-fi & fantasy","After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.",01-01-2020
s6713,Movie,every time i die,robi michael,"drew fonteiro, marc menchaca, michelle macedo, tyler fleming, melissa macedo, kenneth moronta, frankie hinton",usa,2020-02-25,2019,tv-ma,1h 38m,"dramas, independent movies, thrillers","After a paramedic’s violent death during a weekend trip, his spirit inhabits his friends’ bodies in an effort to save them from a similar fate.",25-02-2020
s6714,Movie,everybody knows,asghar farhadi,"penélope cruz, javier bardem, ricardo darín, eduard fernández, bárbara lennie, inma cuesta, elvira mínguez, ramón barea, carla campra, sara sálamo, roger casamajor, josé ángel egido","spain, france, italy",2019-06-06,2019,r,2h 13m,"dramas, international movies, thrillers","Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted.",06-06-2019
s6715,TV Show,everyday miracles,none,mark miodownik,uk,2017-08-01,2014,tv-pg,1 Season,"british tv shows, docuseries, international tv shows",Materials scientist Mark Miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors.,01-08-2017
s6716,Movie,evolution,ivan reitman,"david duchovny, julianne moore, orlando jones, seann william scott, ted levine, ethan suplee, michael bower, pat kilbane, ty burrell, dan aykroyd",usa,2019-11-20,2001,pg-13,1h 42m,"comedies, sci-fi & fantasy","After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",20-11-2019
s6717,Movie,ex machina,alex garland,"domhnall gleeson, alicia vikander, oscar isaac, sonoya mizuno, claire selby, symara templeman, gana bayarsaikhan, tiffany pisani, corey johnson, evie wray, deborah rosan",uk,2018-07-26,2015,r,1h 48m,"dramas, independent movies, international movies","A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence.",26-07-2018
s6718,TV Show,ex-boyfriend,none,"tony yang, nana lee, jerry huang, liao yi chiao",china,2017-01-01,2011,tv-14,1 Season,"international tv shows, romantic tv shows, tv comedies","Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart.",01-01-2017
s6719,TV Show,exclusive edition,james lee,"berg lee, yise loo, alvin wong, hady, monday kang, ruobing, wymen yang, may june, aenie wong, ernest chong",none,2017-08-14,2008,tv-14,1 Season,"international tv shows, tv dramas","Young journalists working for a magazine juggle careers, romance and other challenges while reporting on social issues and news stories in Malaysia.",14-08-2017
s6720,Movie,executive decision,stuart baird,"kurt russell, halle berry, john leguizamo, oliver platt, steven seagal, joe morton, david suchet, bd wong, len cariou, whip hubley",usa,2019-11-01,1996,r,2h 13m,action & adventure,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",01-11-2019
s6721,Movie,exit afghanistan,"anders sømme hammer, marius arnesen, klaus erik okstad, olav njaastad",none,norway,2016-07-01,2013,tv-ma,58m,"documentaries, international movies","Featuring interviews with participants on all sides, this documentary questions Norway and the West's protracted military involvement in Afghanistan.",01-07-2016
s6722,Movie,exit strategy,michael whitton,"jameel saleem, kimelia weathers, quincy harris, big boy, kevin hart, misty alli, noelle balfour, sid burston, carlos castillo, liz hernandez, nick sinise",usa,2019-03-03,2012,nr,1h 19m,"comedies, romantic movies","When James's living situation turns sour, he has little choice but to move in with his new girlfriend – a decision he almost immediately regrets.",03-03-2019
s6723,Movie,exit wounds,andrzej bartkowiak,"steven seagal, dmx, isaiah washington, anthony anderson, michael jai white, bill duke, jill hennessy, tom arnold, bruce mcgill, david vadim, eva mendes",usa,2019-10-01,2001,r,1h 41m,action & adventure,Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.,01-10-2019
s6724,Movie,expo,joseph mbah,"derek davenport, amelia haberman, shepsut wilson, titus covington, hayley vrana, michael alvarez, richard lippert, alfoniso lopez",usa,2019-08-29,2019,tv-14,1h 21m,"action & adventure, dramas, independent movies","Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim.",29-08-2019
s6725,TV Show,extras,none,"ricky gervais, stephen merchant, ashley jensen, shaun williamson, shaun pye","uk, usa",2017-03-31,2006,tv-ma,2 Seasons,"british tv shows, tv comedies","Grasping hungrily for stardom, bit actor Andy Millman and his pal Maggie spend their days chasing after work as film and TV extras.",31-03-2017
s6726,Movie,eyyvah eyyvah,hakan algül,"demet akbağ, ata demirer, özge borak, bican günalan, salih kalyon, tanju tuncel, meray ülgen",turkey,2017-03-10,2010,tv-ma,1h 39m,"comedies, international movies","A clarinet player who lives with his grandparents in a small village is forced to move to Istanbul, where he meets a singer enjoying sudden fame.",10-03-2017
s6727,Movie,eyyvah eyyvah 2,hakan algül,"demet akbağ, ata demirer, özge borak, salih kalyon, tanju tuncel, meray ülgen, bican günalan, tarık ünlüoğlu, ayşenil şamlıoğlu",turkey,2017-03-10,2011,tv-pg,1h 46m,"comedies, international movies, romantic movies","Hüseyin has found his father, and now has one more mission – to get together with the girl of his dreams, with a little help from his new friend.",10-03-2017
s6728,Movie,eyyvah eyyvah 3,hakan algül,"demet akbağ, ata demirer, özge borak, salih kalyon, tanju tuncel, serra yılmaz, tarık ünlüoğlu, ayşenil şamlıoğlu",turkey,2017-03-10,2014,tv-pg,1h 43m,"comedies, international movies","Life is tough for Hüseyin after marrying his true love. He works day and night to support his growing family, while singer Firuzan copes with fame.",10-03-2017
s6729,TV Show,ezel,none,"kenan i̇mirzalıoğlu, cansu dere, haluk bilginer, yiğit özşener, barış falay, burçin terzioğlu, bade i̇şçil, sarp akkaya, i̇pek bilgin, salih kalyon, tuncel kurtiz, sedef avcı, berrak tüzünataç, i̇smail filiz",turkey,2016-12-26,2009,tv-14,1 Season,"crime tv shows, international tv shows, tv dramas",A young man framed for a crime escapes a prison sentence by faking his own death and assuming a new identity as he seeks revenge.,26-12-2016
s6730,Movie,f the prom,benny fine,"cameron palatas, richard karn, cheri oteri, danielle campbell, nicholle tom, joel courtney, luke bilyk",usa,2018-03-05,2017,tv-ma,1h 32m,"comedies, romantic movies","Maddy and Cole were inseparable before high school. Then she got popular; he didn't. But after Maddy is betrayed, she and Cole reunite – to ruin prom.",05-03-2018
s6731,Movie,face 2 face,matt toronto,"daniela bobadilla, daniel amerman, kevin mccorkle, mary gordon murray, emily jordan, karrie cox, nicholas james reilly, enspirit, sheldon a. smith, michael soulema",usa,2018-01-15,2017,tv-ma,1h 29m,"dramas, independent movies","Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats.",15-01-2018
s6732,TV Show,fairy tail,none,"tetsuya kakihara, aya hirano, rie kugimiya, yuichi nakamura, sayaka ohara, satomi sato, yui horie, hiroki yasumoto, ryoko ono, hiroki touchi, shinpachi tsuji, wataru hatano, mai nakahara, katsuyuki konishi, eri kitamura, todd haberkorn, cherami leigh, tia lynn ballard, newton pittman, colleen clinkenbeard, brittney karbowski, jad saxton, christopher r. sabat, monica rial, rick keeling, r. bruce elliott, david wald, brina palencia, patrick seitz, jamie marchi",japan,2017-04-01,2009,tv-ma,1 Season,"anime series, international tv shows","When four young wizards team up to take jobs across the kingdom, they forge a bond more powerful than any magic and grow stronger with every mission.",01-04-2017
s6733,TV Show,fake or fortune?,none,"fiona bruce, philip mould, bendor grosvenor",uk,2019-07-26,2015,tv-g,1 Season,"british tv shows, crime tv shows, docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.,26-07-2019
s6734,Movie,fakta ladh mhana,sanjay jadhav,"sachin khedekar, bharat jadhav, aniket vishwasrao, siddarth jadhav, sanjay narvekar, vaibhav mangale, santosh juvekar, sanjay khapre, mahesh manjrekar",india,2018-02-15,2011,tv-14,2h 30m,"action & adventure, dramas, international movies","A young man enlists the help of his friends to avenge his uncle's death by taking on a powerful, unscrupulous politician.",15-02-2018
s6735,Movie,fall girls,chris stokes,"amara la negra, erica hubbard, joely fisher, paris phillips, erica peeples, tami roman, alfred thomas ii, j-boog, hunter ives, dylan mooney",usa,2020-01-01,2019,tv-14,1h 20m,comedies,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal.",01-01-2020
s6736,Movie,fallen,gregory hoblit,"denzel washington, john goodman, donald sutherland, embeth davidtz, james gandolfini, elias koteas, gabriel casseus, michael j. pagan, robert joy",usa,2019-11-01,1998,r,2h 4m,thrillers,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.,01-11-2019
s6737,Movie,familiye,"sedat kirtan, kubilay sarikaya","kubilay sarikaya, arnel taci, muhammed kirtan, violetta schurawlow, burak yiğit, giwar xatar hajabi, ridvan kirtan, ilhan erdinc, michael hanemann, sedat kirtan",germany,2019-05-01,2017,tv-ma,1h 39m,"dramas, independent movies, international movies","An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison.",01-05-2019
s6738,Movie,famous in ahmedabad,hardik mehta,none,india,2016-12-15,2015,tv-14,29m,"documentaries, international movies",Follow an 11-year-old boy as he goes from ordinary child to colorful competitor in his quest for a big win at India’s biggest kite-flying festival.,15-12-2016
